ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
20291396|Church|06340459|338479|389436|1|38162118|osgb1000035156085|3|23604769|3|28.7||||Merseyside|L15|Liverpool District||||Religion|Not Identified (Christian)|Ordnance Survey|2022-03-01
20291397|Church|06340459|335803|388007|1||osgb5000005238804141|1|23606486|3|21.6||||Merseyside|L8|Liverpool District||||Religion|Not Identified (Christian)|Ordnance Survey|2022-03-01
20291398|Church|06340459|337711|389748|1|38281319|osgb1000035088108|4|23600784|3|21.1||||Merseyside|L15|Liverpool District||||Religion|Not Identified (Christian)|Ordnance Survey|2022-03-01
20137009|St Andrew's Church (Remains Of)|03170244|335427|390012|1||osgb1000000242220235|5|23603842|3|14.6||||Merseyside|L1|Liverpool District||||||Ordnance Survey|2022-03-01
20209995|Drawbridge|03170245|334642|388233|2||Not Assigned|0|23605767|3|63.9||||Merseyside|L3|Liverpool District||||||Ordnance Survey|2022-03-01
20250665|St Peter's Priory|03170244|335024|389912|2||Not Assigned|0|23604071|3|12.9||||Merseyside|L1|Liverpool District||||||Ordnance Survey|2022-03-01
20266492|Castle (Site Of)|03170244|334261|390272|1|38317342|osgb1000002733078450|3|23602490|3|11.6||||Merseyside|L2|Liverpool District||||||Ordnance Survey|2022-03-01
20295475|Memorial to Queen Victoria|03170245|334239|390257|2||Not Assigned|0|23602490|3|18.8||||Merseyside|L2|Liverpool District||||||Ordnance Survey|2022-03-01
20295564|Huskisson Monument|03170245|335470|389353|1||osgb1000034983766|3|23605934|3|46||||Merseyside|L1|Liverpool District||||||Ordnance Survey|2022-03-01
19938392|Admiral Street Police Station|06330422|336054|388267|1|38001898|osgb1000035028712|3|23600053|1|35.8||Admiral Street|Liverpool|Merseyside|L8 8JN|Liverpool District|101|www.merseyside.police.uk|Merseyside Police|||Merseyside Police |2022-03-01
19951813|Toxteth Community Fire Station|06330414|335761|388780|1|38298373|osgb5000005109065228|1|23604895|2|23.1|95|Windsor Street|Liverpool|Merseyside|L8 8EQ|Liverpool District|01512965835|www.merseyfire.gov.uk||||Merseyside Fire Service|2022-03-01
21700563|Cash Machine (Lloyds TSB Bank plc)|02090141|334819|390206|1|38033115|osgb1000034933641|4|23601006|1|27.3|88-94 Church Street|Liverpool||Merseyside|L1 3HD|Liverpool District||||||VocaLink|2022-03-01
32485766|Cash Machine (DC Payments)|02090141|337320|390039|1|38218994|osgb1000002107376868|2|23606635|1|88.9|Unit 3-15 Wavertree Retail Park|Wavertree Road|Liverpool|Merseyside|L7 5LZ|Liverpool District||||||VocaLink|2022-03-01
32482583|Cash Machine (Cardtronics)|02090141|335167|389676|1||osgb1000000242203129|9|23601428|2|15.1|Jct Duke Street / Nelson Street||Liverpool|Merseyside|L1 5DW|Liverpool District||||||VocaLink|2022-03-01
32482584|Cash Machine (Cardtronics)|02090141|334861.4|390511.4|1|38128982|osgb1000034933835|10|23603844|1|23.3||Roe Street|Liverpool|Merseyside|L1 1HL|Liverpool District||||||VocaLink|2022-03-01
32483573|Cash Machine (DC Payments)|02090141|337240.2|390017.7|1|38291592|osgb1000002107376866|3|23606635|1|17.1|Unit 3-15 Wavertree Retail Park|Wavertree Road|Liverpool|Merseyside|L7 5LZ|Liverpool District||||||VocaLink|2022-03-01
35299205|Cash Machine (Paypoint Ltd)|02090141|336192|388371|1|38076140|osgb1000035029004|4|23602316|1|15.5|114|High Park Street|Liverpool|Merseyside|L8 3UQ|Liverpool District||||||VocaLink|2022-03-01
35725060|Cash Machine (NoteMachine Ltd)|02090141|334712|390325|1|38033078|osgb1000034933762|4|23601006|1|55.4|Compton House 35|Church Street|Liverpool|Merseyside|L1 1DF|Liverpool District||||||VocaLink|2022-03-01
43635312|Cash Machine (NoteMachine Ltd)|02090141|334714.2|390325.3|1|38033078|osgb1000034933762|4|23601006|1|56.1|Compton House 35|Church Street|Liverpool|Merseyside|L1 1DF|Liverpool District||||||VocaLink|2022-03-01
37268684|Cash Machine (Barclays Bank plc)|02090141|334443.1|390257.3|1||osgb1000002733067840|9|23602812|2|31.6|46-50|Lord Street|Liverpool|Merseyside|L2 1TD|Liverpool District||||||VocaLink|2022-03-01
47512400|Cash Machine (Bank of Ireland)|02090141|337195.3|389337.5|1|38265273|osgb1000035091489|4|23604169|1|17.1|70-72|Smithdown Road|Picton, Liverpool|Merseyside|L7 4JQ|Liverpool District||||||VocaLink|2022-03-01
63814349|Cash Machine (HSBC Bank plc)|02090141|334549|390321|1|38094819|osgb1000034933702|3|23602812|1|27.2|99-101|Lord Street|Liverpool|Merseyside|L2 6PG|Liverpool District||||||VocaLink|2022-03-01
66705158|Cash Machine (DC Payments)|02090141|334818.6|390465.9|1||osgb1000034933859|8|23603844|3|32.8|112-114 St. Georges Way|St. Johns Precinct|Liverpool|Merseyside|L1 1LX|Liverpool District||||||VocaLink|2022-03-01
75225328|Cash Machine (Royal Bank of Scotland)|02090141|333930.9|390770.9|1|38293236|osgb1000034886978|5|23603375|1|34.5|City Exchange|Old Hall Street|Liverpool|Merseyside|L3 9RQ|Liverpool District||||||VocaLink|2022-03-01
80289279|Cash Machine (Royal Bank of Scotland)|02090141|334335|390300|1|38094760|osgb1000034934123|4|23602812|1|19.5|11|Lord Street|City Centre, Liverpool|Merseyside|L2 9SA|Liverpool District||||||VocaLink|2022-03-01
80289237|Cash Machine (Royal Bank of Scotland)|02090141|336685|390178.8|1|38252689|osgb1000035034101|6|23604738|1|54.2||Overton Street|Liverpool|Merseyside|L7 3HE|Liverpool District||||||VocaLink|2022-03-01
80732580|Cash Machine (Royal Bank of Scotland)|02090141|338487.6|388474.8|1|38231412|osgb1000002730002516|2|23604170|1|21.2|242|Smithdown Road|Liverpool|Merseyside|L15 5AH|Liverpool District||||||VocaLink|2022-03-01
82640458|Cash Machine (Cardtronics)|02090141|338481|389649|1|38117843|osgb1000035154305|5|23603551|1|10.3|99-101|Picton Road|Wavertree, Liverpool|Merseyside|L15 4LF|Liverpool District||||||VocaLink|2022-03-01
82640493|Cash Machine (Cardtronics)|02090141|336998|388914|1|38093307|osgb1000035026588|8|23602788|1|21.3|129|Lodge Lane|Liverpool|Merseyside|L8 0QF|Liverpool District||||||VocaLink|2022-03-01
96606029|Cash Machine (Cardtronics)|02090141|335323|389925|1|38089748|osgb1000034982727|4|23603859|2|12.8|Nr 35 Leece Street Jcn Roscoe Street||Liverpool|Merseyside|L1 2TR|Liverpool District||||||VocaLink|2022-03-01
94347052|Cash Machine (Cardtronics)|02090141|335962|390733|1|38120459|osgb1000034984131|19|23603610|1|76.1||Prescot Street|Liverpool|Merseyside|L7 8XP|Liverpool District||||||VocaLink|2022-03-01
103380519|Cash Machine (Halifax plc)|02090141|334536.2|390235.3|1|38115267|osgb1000034933914|6|23603464|1|14.5|2|Paradise Street|Liverpool|Merseyside|L1 8JF|Liverpool District||||||VocaLink|2022-03-01
103386108|Cash Machine (Royal Bank of Scotland)|02090141|335964.3|388025.8|1|38303517|osgb5000005100560002|2|23603469|1|50.9|215|Park Road|Toxteth, Liverpool|Merseyside|L8 4XF|Liverpool District||||||VocaLink|2022-03-01
63702653|DIP|05280365|335228|389830|1|38016627|osgb1000034982522|5|23600501|1|13.4|3-5|Rodney Street|Liverpool|Merseyside|L1 9ED|Liverpool District|01512345800|||||Wilmington Healthcare Ltd|2022-03-01
66706849|Boots|05280364|334601|390306|1|38033067|osgb1000034933743|5|23601006|1|15.7|9-11|Church Street|Liverpool|Merseyside|L1 1DA|Liverpool District|01517093149|www.boots.com|Boots|||Wilmington Healthcare Ltd|2022-03-01
80803795|Boots|05280364|337952|386702|1|38002429|osgb1000035083427|5|23600063|1|14.4|139|Aigburth Road|Liverpool|Merseyside|L17 0BJ|Liverpool District|01517271522|www.boots.com|Boots|||Wilmington Healthcare Ltd|2022-03-01
103904573|Love Smile|05280368|338120|388719|1|38140530|osgb1000035149795|2|23604170|1|14.5|379|Smithdown Road|Liverpool|Merseyside|L15 3JJ|Liverpool District|01517342221|||||Wilmington Healthcare Ltd|2022-03-01
103912606|Ivyhurst Close Care Home|05280373|338861|385856|1|38082312|osgb1000035143801|2|23602485|1|27.6|4|Ivyhurst Close|Liverpool|Merseyside|L19 3PJ|Liverpool District|01517245053|||||Wilmington Healthcare Ltd|2022-03-01
103912832|Salisbury Terrace Care Home|05280373|338766|389819|1|38134026|osgb1000035152581|2|23603988|1|9.7|12|Salisbury Terrace|Liverpool|Merseyside|L15 4HD|Liverpool District|01517350283|||||Wilmington Healthcare Ltd|2022-03-01
103912524|Carnatic Road Care Home|05280373|338325|387245|1|38027543|osgb1000035148367|2|23600845|1|18.8|16|Carnatic Road|Liverpool|Merseyside|L18 8BZ|Liverpool District|01517244856|||||Wilmington Healthcare Ltd|2022-03-01
103917087|Apollonia Dental & Cosmetic Centre|05280368|335391|389792|1|38219169|osgb1000034982413|5|23603842|1|18.6|37|Rodney Street|Liverpool|Merseyside|L1 9EN|Liverpool District|01517099146|||||Wilmington Healthcare Ltd|2022-03-01
103916999|Puredental|05280368|335348|389781|1|38128948|osgb1000034982396|4|23603842|1|21.7|56|Rodney Street|Liverpool|Merseyside|L1 9AD|Liverpool District|01517091317|||||Wilmington Healthcare Ltd|2022-03-01
103917621|The Liverpool Brace Place|05280368|334925|389790|1|38046226|osgb1000034932089|5|23601428|1|40.1|106-108|Duke Street|Liverpool|Merseyside|L1 5AG|Liverpool District|01517072312|||||Wilmington Healthcare Ltd|2022-03-01
103922739|Duthie Dental@The Oral Health Practice|05280368|339606|388953.9|1||osgb1000035211682|4|23604963|2|23|Dental Surgery 117|Woolton Road|Wavertree, Liverpool|Merseyside|L15 6TB|Liverpool District|01517222642|||||Wilmington Healthcare Ltd|2022-03-01
103922740|mydentist|05280368|338429|389641|1|38117918|osgb1000035154116|5|23603551|1|16.9|Dental Surgery 200|Picton Road|Wavertree, Liverpool|Merseyside|L15 4LL|Liverpool District|01517350050|www.mydentist.co.uk|mydentist|||Wilmington Healthcare Ltd|2022-03-01
103922742|Mr Mercier's Dental Practice|05280368|335378|389732|1|38128930|osgb1000034982419|4|23603842|1|16.7|45a|Rodney Street|Liverpool|Merseyside|L1 9EW|Liverpool District|01517097948|||||Wilmington Healthcare Ltd|2022-03-01
103923375|Goldup & Croston Dental Practice|05280368|339245|388614|1|38032784|osgb1000035212740|2|23601001|1|21.6|27|Church Road|Wavertree, Liverpool|Merseyside|L15 9ED|Liverpool District|01517331720|||||Wilmington Healthcare Ltd|2022-03-01
103923376|Aigburth Dental Practice|05280368|337675|386822|1|38002548|osgb1000035083555|3|23600063|1|12.9|310|Aigburth Road|Liverpool|Merseyside|L17 9PW|Liverpool District|01517273012|||||Wilmington Healthcare Ltd|2022-03-01
103924519|Riverside Orthodontics|05280368|335390|388162|1|38115529|osgb1000034981472|4|23603470|1|30.6||Park Street|Liverpool|Merseyside|L8 6QP|Liverpool District|01517085117|||||Wilmington Healthcare Ltd|2022-03-01
103924520|Rose Lane Dental Practice|05280368|339155|387258|1|38129515|osgb1000035211360|4|23603864|1|17.3|94|Rose Lane|Liverpool|Merseyside|L18 8AG|Liverpool District|01517243351|||||Wilmington Healthcare Ltd|2022-03-01
103926403|Tesco in-store Pharmacy|05280364|335964.3|388025.8|1|38303517|osgb5000005100560002|2|23603469|1|50.9|215|Park Road|Toxteth, Liverpool|Merseyside|L8 4XF|Liverpool District|03450269672|www.tesco.com|Tesco|||Wilmington Healthcare Ltd|2022-03-01
103923891|Orthodontic Practice|05280368|335327|389643|1|38128975|osgb1000034982257|4|23603842|1|16.6|84|Rodney Street|Liverpool|Merseyside|L1 9AR|Liverpool District|01517091980|||||Wilmington Healthcare Ltd|2022-03-01
103923893|Abercromby Dental Practice|05280368|336150|389565|1|38068296|osgb1000035030465|5|23602085|1|31||Grove Street|Edge Hill, Liverpool|Merseyside|L7 7HG|Liverpool District|01517085529|||||Wilmington Healthcare Ltd|2022-03-01
103923894|Dental Practice|05280368|337392|387057|1|38002377|osgb1000035085993|3|23600063|1|22.3|99|Aigburth Road|Liverpool|Merseyside|L17 4JU|Liverpool District|01517272407|||||Wilmington Healthcare Ltd|2022-03-01
103923895|mydentist|05280368|336170|387785|1|38115463|osgb1000035024028|4|23603469|1|13.8|323|Park Road|Toxteth, Liverpool|Merseyside|L8 4PF|Liverpool District|01517271301|www.mydentist.co.uk|mydentist|||Wilmington Healthcare Ltd|2022-03-01
103923896|Milk Dental|05280368|338848|389497|1|38076218|osgb1000035154776|5|23602317|1|16.3|22|High Street|Wavertree, Liverpool|Merseyside|L15 8HG|Liverpool District|01517332153|||||Wilmington Healthcare Ltd|2022-03-01
103975068|Cohens Chemist|05280364|340394|389334|1|38289589|osgb5000005100905625|2|23600975|3|24.7|Childwall Health Centre, Queens Drive|Five Ways Roundabout|Liverpool|Merseyside|L15 6YG|Liverpool District|01517226267|www.cohenschemist.co.uk|Cohens Chemist|||Wilmington Healthcare Ltd|2022-03-01
105251045|Care Chemist|05280364|336082|389775|1|38297133|osgb5000005107221941|1|23603227|1|16.7|37|Myrtle Street|Liverpool|Merseyside|L7 7AJ|Liverpool District|01517097796|www.rowlandspharmacy.co.uk|Rowlands Pharmacy|||Wilmington Healthcare Ltd|2022-03-01
104584915|Oak Vale Medical Centre|05280369|340404.3|389339.9|1|38289589|osgb5000005100905625|2|23600975|1|28.8|215|Childwall Road|Liverpool|Merseyside|L15 6UT|Liverpool District|01512959330|||||Wilmington Healthcare Ltd|2022-03-01
108409443|The Mossley Hill CMHT|05280365|338530|387461|1|38115357|osgb5000005290290946|1|23603466|1|45|Mossley Hill Hospital, Park Avenue|Mossley Hill|Liverpool|Merseyside|L18|Liverpool District|01512506127|||||Wilmington Healthcare Ltd|2022-03-01
114603863|The Beat|05280365|334791|390082|1|38293524|osgb5000005108100056|2|23611137|1|26.3|6|David Lewis Street|Liverpool|Merseyside|L1 4AP|Liverpool District|01512476500|||||Wilmington Healthcare Ltd|2022-03-01
124089958|McCanns Pharmacy|05280364|336598|387602|1|38216381|osgb1000002107225538|4|23600063|2|31.9|1b|Aigburth Road|Liverpool|Merseyside|L17 4JP|Liverpool District|01517273076|||||Wilmington Healthcare Ltd|2022-03-01
141417206|Richard Lewis Dental|05280368|335375|389932|1|38252646|osgb1000034982711|2|23603842|1|21.8|28|Rodney Street|Liverpool|Merseyside|L1 2TQ|Liverpool District|01517095300|||||Wilmington Healthcare Ltd|2022-03-01
141416961|Ollie & Darsh|05280368|334273|390537|1|38040371|osgb1000034933164|3|23601232|1|12.2|11|Dale Street|Liverpool|Merseyside|L2 2SH|Liverpool District|01516591065|||||Wilmington Healthcare Ltd|2022-03-01
141416792|Pall Mall Dental Clinic|05280368|334166|390949|1|38219172|osgb1000034933237|5|23603454|1|12.8|42|Pall Mall|Liverpool|Merseyside|L3 6AL|Liverpool District|01512581668|||||Wilmington Healthcare Ltd|2022-03-01
141417428|Atlantic Dental Practice|05280368|337484.9|389512.1|1|38282448|osgb1000002730053550|11|23601482|1|22.4|137|Earle Road|Liverpool|Merseyside|L7 6HD|Liverpool District|01512953304|||||Wilmington Healthcare Ltd|2022-03-01
141417429|Atlantic Dental Practice|05280368|334624|389876|1||osgb1000002730032145|2|23600191|2|10.9|28|Argyle Street|Liverpool|Merseyside|L1 5DL|Liverpool District|01512959870|||||Wilmington Healthcare Ltd|2022-03-01
145902416|Wavertree Family Health Centre|05280365|339140|388706|1|38120841|osgb1000035212763|4|23603623|1|14.3|57|Prince Alfred Road|Liverpool|Merseyside|L15 5BG|Liverpool District|01512956590|||||Wilmington Healthcare Ltd|2022-03-01
143166112|Central Pharmacy|05280364|336150|389565|1|38068296|osgb1000035030465|5|23602085|1|31||Grove Street|Edge Hill, Liverpool|Merseyside|L7 7HG|Liverpool District|01517090647|||||Wilmington Healthcare Ltd|2022-03-01
143165523|Liverpool Implant & Aesthetic Dental Spa|05280368|334161|390323|1||osgb1000034934067|3|23600730|2|23.1|23-27|Brunswick Street|Liverpool|Merseyside|L2 0PJ|Liverpool District|01512368280|||||Wilmington Healthcare Ltd|2022-03-01
143165813|Smileworks Liverpool|05280368|334293.9|390045.5|1|10091805172|osgb1000002733073722|2|23604336|1|51.7|1a|Kenyons Steps|Liverpool|Merseyside|L1 3DF|Liverpool District|01512365166|||||Wilmington Healthcare Ltd|2022-03-01
143166295|Rodney Street Dental|05280368|335399|389874|1||osgb1000034982571|3|23603842|2|11.5|25|Rodney Street|Liverpool|Merseyside|L1 9EH|Liverpool District|01517071811|||||Wilmington Healthcare Ltd|2022-03-01
143165771|Liverpool Smile Studio|05280368|335355|389638|1|38128959|osgb1000034982275|4|23603842|1|11.9|Specialist Dental Centre|65 Rodney Street|Liverpool|Merseyside|L1 9EX|Liverpool District|01517092203|||||Wilmington Healthcare Ltd|2022-03-01
143166326|Aigburth Pharmacy|05280364|337716|386296|1||osgb1000035084787|3|23602498|3|10.8|2a|Jericho Lane|Liverpool|Merseyside|L17 5AR|Liverpool District|01517288823|||||Wilmington Healthcare Ltd|2022-03-01
127482860|Spire Liverpool Hospital|05280371|338632|388001|1|38066400|osgb1000035150864|10|23602021|1|28.3|57|Greenbank Road|Liverpool|Merseyside|L18 1HQ|Liverpool District|01517337123|www.spirehealthcare.com|Spire Healthcare|||Wilmington Healthcare Ltd|2022-03-01
156847387|Boots Opticians Ltd|05280344|334483|390259|1|38094790|osgb1000034934034|2|23602812|1|31.2|62|Lord Street|Liverpool|Merseyside|L2 1TD|Liverpool District|01517087032|www.boots.com/en/Opticians/|Boots|||Wilmington Healthcare Ltd|2022-03-01
157506948|The York Centre|05280365|337807|388711.6|1|38292415|osgb1000035086337|4|23604170|1|223.7|York Centre Smithdown Health Park|Smithdown Road|Liverpool|Merseyside|L15 2HE|Liverpool District|01513008290|||||Wilmington Healthcare Ltd|2022-03-01
157507061|Nightingale Opticians|05280344|338398|385519|1|38230947|osgb1000002107474271|5|23611019|1|14.1|16|Lawnhurst Grove|Aigburth, Liverpool|Merseyside|L17 6ES|Liverpool District|01514940397|||||Wilmington Healthcare Ltd|2022-03-01
156845460|Optimax|05280344|334162|390442|1|38318728|osgb1000034934194|4|23604724|1|16.3|3|Water Street|Liverpool|Merseyside|L2 0RD|Liverpool District|01512551913|||||Wilmington Healthcare Ltd|2022-03-01
157508008|Lodge Lane Optical|05280344|336936|389132|1||osgb1000035031047|6|23602788|2|21.4|74-80|Lodge Lane|Liverpool|Merseyside|L8 0QL|Liverpool District|01513787612|||||Wilmington Healthcare Ltd|2022-03-01
158419356|Day Lewis Pharmacy|05280364|339465|389159|1|38087353|osgb1000035218158|4|23602626|1|13.8|19|Lance Lane|Liverpool|Merseyside|L15 6TS|Liverpool District|01517221920|www.daylewis.co.uk|Day Lewis Plc|||Wilmington Healthcare Ltd|2022-03-01
156844179|Blankstone Opticians|05280344|334319.7|390298.2|1|38199847|osgb1000034934123|4|23601307|1|26.1|Pearl Assurance House 2a|Derby Square|Liverpool|Merseyside|L2 9XW|Liverpool District|01512365392|||||Wilmington Healthcare Ltd|2022-03-01
160734574|Hartington Road Clinic|05280365|337295|389188|1|38072380|osgb1000035091710|4|23602197|1|18.9||Hartington Road|Toxteth, Liverpool|Merseyside|L8 0SG|Liverpool District|01512958650|||||Wilmington Healthcare Ltd|2022-03-01
160734679|Royal Liverpool University Hospital Dialysis Unit|05280365|335962|390733|1|38120459|osgb1000034984131|19|23603610|1|76.1||Prescot Street|Liverpool|Merseyside|L7 8XP|Liverpool District|01517062000|||||Wilmington Healthcare Ltd|2022-03-01
